@relation cloud9

@attribute fqCaller string
@attribute fqCalls string

@data
'ivory.core.index.BuildIPInvertedIndexDocSorted.MyReducer.reduce','edu.umd.cloud9.io.pair.PairOfInts.getLeftElement edu.umd.cloud9.io.pair.PairOfInts.getRightElement edu.umd.cloud9.io.pair.PairOfInts.getRightElement edu.umd.cloud9.io.pair.PairOfInts.getRightElement'
'ivory.core.index.BuildIPInvertedIndexDocSorted.MyPartitioner.getPartition','edu.umd.cloud9.io.pair.PairOfInts.getLeftElement'
'ivory.core.preprocess.BuildTargetLangWeightedIntDocVectors.MyMapper.map','edu.umd.cloud9.io.map.HMapIFW.clear edu.umd.cloud9.io.map.HMapSFW.entrySet edu.umd.cloud9.io.map.HMapIFW.put'
'ivory.core.preprocess.BuildTermDocVectors.MyMapper.setup','edu.umd.cloud9.collection.DocnoMapping.loadMapping edu.umd.cloud9.collection.DocnoMapping.loadMapping'
'ivory.core.preprocess.BuildTermDocVectors.MyMapper.map','edu.umd.cloud9.collection.Indexable.getDocid edu.umd.cloud9.collection.DocnoMapping.getDocno edu.umd.cloud9.util.map.HMapII.put'
'ivory.core.preprocess.BuildTermDocVectors.MyMapper.cleanup','edu.umd.cloud9.util.map.HMapII.size edu.umd.cloud9.util.map.HMapII.entrySet'
'ivory.core.preprocess.BuildTranslatedTermDocVectors.MyMapperTrans.map','edu.umd.cloud9.io.map.HMapIFW.<init> edu.umd.cloud9.io.map.HMapSFW.isEmpty edu.umd.cloud9.io.map.HMapSFW.size'
'ivory.core.preprocess.BuildTranslatedTermDocVectors.DataWriterMapper.run','edu.umd.cloud9.io.map.HMapIFW.entrySet'
'ivory.core.preprocess.BuildWeightedIntDocVectors.MyMapper.map','edu.umd.cloud9.io.map.HMapIFW.clear edu.umd.cloud9.io.map.HMapIFW.put edu.umd.cloud9.io.map.HMapIFW.entrySet edu.umd.cloud9.io.map.HMapIFW.get edu.umd.cloud9.io.map.HMapIFW.put'
'ivory.core.preprocess.BuildWeightedTermDocVectors.MyMapper.map','edu.umd.cloud9.io.map.HMapSFW.clear edu.umd.cloud9.io.map.HMapSFW.put edu.umd.cloud9.io.map.HMapSFW.entrySet edu.umd.cloud9.io.map.HMapSFW.get edu.umd.cloud9.io.map.HMapSFW.put edu.umd.cloud9.io.map.HMapSFW.size edu.umd.cloud9.io.map.HMapSFW.size'
'ivory.core.util.CLIRUtils.readTransDfTable','edu.umd.cloud9.io.map.HMapIFW.<init> edu.umd.cloud9.io.map.HMapIFW.put'
'ivory.core.util.CLIRUtils.cosine','edu.umd.cloud9.io.map.HMapIFW.entrySet edu.umd.cloud9.io.map.HMapIFW.containsKey edu.umd.cloud9.io.map.HMapIFW.get edu.umd.cloud9.io.map.HMapIFW.entrySet edu.umd.cloud9.io.map.HMapSFW.entrySet edu.umd.cloud9.io.map.HMapSFW.containsKey edu.umd.cloud9.io.map.HMapSFW.get edu.umd.cloud9.io.map.HMapSFW.entrySet'
'ivory.core.util.CLIRUtils.cosineNormalized','edu.umd.cloud9.io.map.HMapSFW.entrySet edu.umd.cloud9.io.map.HMapSFW.containsKey edu.umd.cloud9.io.map.HMapSFW.get'
'ivory.core.util.CLIRUtils.cosineNormalized2','edu.umd.cloud9.io.map.HMapSFW.entrySet edu.umd.cloud9.io.map.HMapSFW.containsKey edu.umd.cloud9.io.map.HMapSFW.get'
'ivory.core.util.CLIRUtils.translateDFTable','edu.umd.cloud9.io.map.HMapIFW.<init> edu.umd.cloud9.io.map.HMapIFW.put edu.umd.cloud9.io.map.HMapIFW.<init> edu.umd.cloud9.io.map.HMapSIW.containsKey edu.umd.cloud9.io.map.HMapSIW.get edu.umd.cloud9.io.map.HMapIFW.put'
'ivory.core.util.CLIRUtils.updateTFsByTerm','edu.umd.cloud9.io.map.HMapIFW.containsKey edu.umd.cloud9.io.map.HMapIFW.get edu.umd.cloud9.io.map.HMapIFW.put edu.umd.cloud9.io.map.HMapIFW.put'
'ivory.core.util.CLIRUtils.translateTFs','edu.umd.cloud9.io.map.HMapIFW.increment edu.umd.cloud9.io.map.HMapSIW.entrySet edu.umd.cloud9.io.map.HMapIFW.increment'
'ivory.core.util.CLIRUtils.createTermDocVector','edu.umd.cloud9.io.map.HMapSFW.<init> edu.umd.cloud9.io.map.HMapIFW.keySet edu.umd.cloud9.io.map.HMapIFW.get edu.umd.cloud9.io.map.HMapIFW.get edu.umd.cloud9.io.map.HMapSFW.put edu.umd.cloud9.io.map.HMapSFW.entrySet edu.umd.cloud9.util.map.MapKF.Entry<java.lang.String>.getKey edu.umd.cloud9.util.map.MapKF.Entry<java.lang.String>.getValue edu.umd.cloud9.io.map.HMapSFW.put edu.umd.cloud9.io.map.HMapSFW.<init> edu.umd.cloud9.io.map.HMapSIW.entrySet edu.umd.cloud9.io.map.HMapSFW.put edu.umd.cloud9.io.map.HMapSFW.entrySet edu.umd.cloud9.util.map.MapKF.Entry<java.lang.String>.getKey edu.umd.cloud9.util.map.MapKF.Entry<java.lang.String>.getValue edu.umd.cloud9.io.map.HMapSFW.put edu.umd.cloud9.io.map.HMapSFW.<init> edu.umd.cloud9.io.map.HMapSIW.entrySet edu.umd.cloud9.io.map.HMapSFW.put edu.umd.cloud9.io.map.HMapSFW.entrySet edu.umd.cloud9.util.map.MapKF.Entry<java.lang.String>.getKey edu.umd.cloud9.util.map.MapKF.Entry<java.lang.String>.getValue edu.umd.cloud9.io.map.HMapSFW.put'
'ivory.core.util.CLIRUtils.createTTableFromBerkeleyAligner','edu.umd.cloud9.io.pair.PairOfIntFloat.<init> edu.umd.cloud9.io.pair.PairOfIntFloat.getLeftElement edu.umd.cloud9.io.pair.PairOfIntFloat.getRightElement'
'ivory.core.util.CLIRUtils.createTTableFromGIZA','edu.umd.cloud9.io.pair.PairOfFloatString.<init> edu.umd.cloud9.io.pair.PairOfFloatString.<init>'
'ivory.core.util.CLIRUtils.createTTableFromHooka','edu.umd.cloud9.io.pair.PairOfFloatString.<init>'
'ivory.core.util.CLIRUtils.addToTable','edu.umd.cloud9.util.map.HMapIF.<init> edu.umd.cloud9.io.pair.PairOfFloatString.getRightElement edu.umd.cloud9.io.pair.PairOfFloatString.getLeftElement edu.umd.cloud9.util.map.HMapIF.put edu.umd.cloud9.util.map.HMapIF.get'
'ivory.core.util.CLIRUtils.computeFeaturesF3','edu.umd.cloud9.io.map.HMapSIW.keySet edu.umd.cloud9.io.map.HMapSFW.containsKey edu.umd.cloud9.io.map.HMapSFW.keySet edu.umd.cloud9.io.map.HMapSFW.containsKey'
'ivory.lsh.pwsim.cl.CLSlidingWindowPwsim.MyMapper.configure','edu.umd.cloud9.io.map.HMapIIW.<init> edu.umd.cloud9.io.map.HMapIIW.put edu.umd.cloud9.io.map.HMapIIW.size'
'ivory.lsh.pwsim.cl.CLSlidingWindowPwsim.MyMapper.map','edu.umd.cloud9.io.map.HMapIIW.containsKey edu.umd.cloud9.io.pair.PairOfInts.set edu.umd.cloud9.io.pair.PairOfInts.set'
'ivory.lsh.pwsim.cl.CLSlidingWindowPwsim.MyReducerTopN.reduce','edu.umd.cloud9.io.pair.PairOfInts.getLeftElement edu.umd.cloud9.io.pair.PairOfInts.getRightElement edu.umd.cloud9.io.pair.PairOfInts.<init>'
'ivory.core.preprocess.ComputeGlobalTermStatistics.MyMapper.map','edu.umd.cloud9.io.pair.PairOfIntLong.set'
'ivory.core.preprocess.ComputeGlobalTermStatistics.MyCombiner.reduce','edu.umd.cloud9.io.pair.PairOfIntLong.getLeftElement edu.umd.cloud9.io.pair.PairOfIntLong.getRightElement edu.umd.cloud9.io.pair.PairOfIntLong.set'
'ivory.core.preprocess.ComputeGlobalTermStatistics.MyReducer.reduce','edu.umd.cloud9.io.pair.PairOfIntLong.getLeftElement edu.umd.cloud9.io.pair.PairOfIntLong.getRightElement edu.umd.cloud9.io.pair.PairOfIntLong.set'
'ivory.lsh.projection.ComputeSignaturesMinhash.MyMapper.configure','edu.umd.cloud9.io.SequenceFileUtils.readValues edu.umd.cloud9.io.SequenceFileUtils.readValues'
'ivory.lsh.projection.ComputeSignaturesMinhash.MyMapper.getMinHashTerm','edu.umd.cloud9.io.array.ArrayListOfIntsWritable.size edu.umd.cloud9.io.array.ArrayListOfIntsWritable.get edu.umd.cloud9.io.map.HMapIFW.containsKey'
'ivory.lsh.projection.ComputeSignaturesRandom.MyMapper.configure','edu.umd.cloud9.io.SequenceFileUtils.readValues edu.umd.cloud9.io.SequenceFileUtils.readValues'
'ivory.lsh.projection.ComputeSignaturesRandom.MyMapper.dotProduct','edu.umd.cloud9.io.map.HMapIFW.entrySet edu.umd.cloud9.io.map.HMapIFW.entrySet edu.umd.cloud9.io.array.ArrayListOfFloatsWritable.get'
'ivory.lsh.projection.ComputeSignaturesSimhash.MyMapper.map','edu.umd.cloud9.io.map.HMapSFW.entrySet edu.umd.cloud9.util.map.MapKF.Entry<java.lang.String>.getKey edu.umd.cloud9.util.map.MapKF.Entry<java.lang.String>.getValue'
'ivory.lsh.eval.ConvertMapToPairs.MyMapper.map','edu.umd.cloud9.io.map.HMapIFW.size edu.umd.cloud9.io.map.HMapIFW.entrySet edu.umd.cloud9.util.map.MapIF.Entry.getKey edu.umd.cloud9.io.pair.PairOfInts.set edu.umd.cloud9.util.map.MapIF.Entry.getValue'
'edu.isi.mavuno.extract.DIRTExtractor.loadDependPairs','edu.umd.cloud9.util.array.ArrayListOfInts.<init> edu.umd.cloud9.util.array.ArrayListOfInts.add edu.umd.cloud9.util.array.ArrayListOfInts.size edu.umd.cloud9.util.array.ArrayListOfInts.get'
'edu.isi.mavuno.extract.DIRTExtractor.extractPairs','edu.umd.cloud9.util.array.ArrayListOfInts.getArray edu.umd.cloud9.util.array.ArrayListOfInts.size edu.umd.cloud9.util.array.ArrayListOfInts.add edu.umd.cloud9.util.array.ArrayListOfInts.size edu.umd.cloud9.util.array.ArrayListOfInts.size edu.umd.cloud9.util.array.ArrayListOfInts.<init> edu.umd.cloud9.util.array.ArrayListOfInts.add'
'edu.isi.mavuno.extract.DIRTExtractor.getContext','edu.umd.cloud9.util.array.ArrayListOfInts.size edu.umd.cloud9.util.array.ArrayListOfInts.size edu.umd.cloud9.util.array.ArrayListOfInts.get edu.umd.cloud9.util.array.ArrayListOfInts.size edu.umd.cloud9.util.array.ArrayListOfInts.get edu.umd.cloud9.util.array.ArrayListOfInts.get edu.umd.cloud9.util.array.ArrayListOfInts.size edu.umd.cloud9.util.array.ArrayListOfInts.get edu.umd.cloud9.util.array.ArrayListOfInts.get edu.umd.cloud9.util.array.ArrayListOfInts.get edu.umd.cloud9.util.array.ArrayListOfInts.size edu.umd.cloud9.util.array.ArrayListOfInts.get edu.umd.cloud9.util.array.ArrayListOfInts.get edu.umd.cloud9.util.array.ArrayListOfInts.get edu.umd.cloud9.util.array.ArrayListOfInts.size edu.umd.cloud9.util.array.ArrayListOfInts.get edu.umd.cloud9.util.array.ArrayListOfInts.size edu.umd.cloud9.util.array.ArrayListOfInts.get edu.umd.cloud9.util.array.ArrayListOfInts.size edu.umd.cloud9.util.array.ArrayListOfInts.get edu.umd.cloud9.util.array.ArrayListOfInts.size edu.umd.cloud9.util.array.ArrayListOfInts.get edu.umd.cloud9.util.array.ArrayListOfInts.get edu.umd.cloud9.util.array.ArrayListOfInts.get edu.umd.cloud9.util.array.ArrayListOfInts.get edu.umd.cloud9.util.array.ArrayListOfInts.get'
'ivory.lsh.data.DfTableArray.main','edu.umd.cloud9.debug.MemoryUsageUtils.getUsedMemory edu.umd.cloud9.debug.MemoryUsageUtils.getUsedMemory'
'cc.mrlda.DisplayTopic.run','edu.umd.cloud9.io.pair.PairOfIntFloat.<init> edu.umd.cloud9.io.map.HMapIDW.<init> edu.umd.cloud9.io.pair.PairOfIntFloat.getLeftElement edu.umd.cloud9.io.map.HMapIDW.keySet edu.umd.cloud9.io.map.HMapIDW.get'
'ivory.core.index.DistributeGlobalStatsToPostings.MyMapper.map','edu.umd.cloud9.io.pair.PairOfIntLong.getRightElement edu.umd.cloud9.io.pair.PairOfIntLong.getLeftElement'
'ivory.core.data.stat.DocLengthTable2B.main','edu.umd.cloud9.debug.MemoryUsageUtils.getUsedMemory edu.umd.cloud9.debug.MemoryUsageUtils.getUsedMemory'
'ivory.core.data.stat.DocScoreTable4BF.main','edu.umd.cloud9.debug.MemoryUsageUtils.getUsedMemory edu.umd.cloud9.debug.MemoryUsageUtils.getUsedMemory'
'cc.mrlda.Document.Document','edu.umd.cloud9.util.map.HMapII.values'
'cc.mrlda.Document.getNumberOfTypes','edu.umd.cloud9.util.map.HMapII.size'
'cc.mrlda.Document.readFields','edu.umd.cloud9.util.map.HMapII.<init> edu.umd.cloud9.util.map.HMapII.put'
'cc.mrlda.Document.setDocument','edu.umd.cloud9.util.map.HMapII.values'
'cc.mrlda.Document.toString','edu.umd.cloud9.util.map.HMapII.keySet edu.umd.cloud9.util.map.HMapII.get'
'cc.mrlda.Document.write','edu.umd.cloud9.util.map.HMapII.size edu.umd.cloud9.util.map.HMapII.entrySet'
'cc.mrlda.DocumentMapper.configure','edu.umd.cloud9.util.map.HMapIV<double[]>.<init> edu.umd.cloud9.util.map.HMapIV<double[]>.<init> edu.umd.cloud9.math.Gamma.lngamma edu.umd.cloud9.math.Gamma.lngamma edu.umd.cloud9.util.map.HMapIV<double[]>.<init> edu.umd.cloud9.math.Gamma.lngamma edu.umd.cloud9.math.Gamma.lngamma'
'cc.mrlda.DocumentMapper.map','edu.umd.cloud9.math.Gamma.digamma edu.umd.cloud9.util.map.HMapII.keySet edu.umd.cloud9.util.map.HMapIV<double[]>.containsKey edu.umd.cloud9.util.map.HMapIV<double[]>.get edu.umd.cloud9.util.map.HMapIV<double[]>.put edu.umd.cloud9.util.map.HMapII.get edu.umd.cloud9.math.Gamma.lngamma edu.umd.cloud9.math.Gamma.lngamma edu.umd.cloud9.math.Gamma.digamma edu.umd.cloud9.util.map.HMapIV<double[]>.keySet edu.umd.cloud9.util.map.HMapIV<double[]>.get edu.umd.cloud9.io.pair.PairOfInts.set edu.umd.cloud9.util.map.HMapIV<double[]>.clear edu.umd.cloud9.io.pair.PairOfInts.set edu.umd.cloud9.util.map.HMapII.keySet edu.umd.cloud9.util.map.HMapIV<double[]>.containsKey edu.umd.cloud9.util.map.HMapIV<double[]>.get edu.umd.cloud9.util.map.HMapIV<double[]>.get edu.umd.cloud9.math.LogMath.add edu.umd.cloud9.util.map.HMapIV<double[]>.get edu.umd.cloud9.util.map.HMapIV<double[]>.put edu.umd.cloud9.util.map.HMapIV<double[]>.get edu.umd.cloud9.io.pair.PairOfInts.set edu.umd.cloud9.math.Gamma.digamma edu.umd.cloud9.util.map.HMapII.keySet edu.umd.cloud9.util.map.HMapIV<double[]>.get edu.umd.cloud9.io.pair.PairOfInts.set edu.umd.cloud9.io.pair.PairOfInts.set edu.umd.cloud9.math.Gamma.digamma'
'cc.mrlda.DocumentMapper.close','edu.umd.cloud9.util.map.HMapIV<double[]>.keySet edu.umd.cloud9.util.map.HMapIV<double[]>.get edu.umd.cloud9.io.pair.PairOfInts.set edu.umd.cloud9.util.map.HMapIV<double[]>.clear edu.umd.cloud9.io.pair.PairOfInts.set'
'cc.mrlda.DocumentMapper.updatePhi','edu.umd.cloud9.math.LogMath.add edu.umd.cloud9.math.LogMath.add'
'cc.mrlda.DocumentMapper.retrieveBeta','edu.umd.cloud9.util.map.HMapIV<double[]>.containsKey edu.umd.cloud9.util.map.HMapIV<double[]>.put edu.umd.cloud9.util.map.HMapIV<double[]>.get'
'cc.mrlda.DocumentMapper.importBeta','edu.umd.cloud9.util.map.HMapIV<double[]>.<init> edu.umd.cloud9.io.pair.PairOfIntFloat.<init> edu.umd.cloud9.io.map.HMapIFW.<init> edu.umd.cloud9.io.pair.PairOfIntFloat.getLeftElement edu.umd.cloud9.io.pair.PairOfIntFloat.getLeftElement edu.umd.cloud9.io.pair.PairOfIntFloat.getLeftElement edu.umd.cloud9.io.pair.PairOfIntFloat.getLeftElement edu.umd.cloud9.io.pair.PairOfIntFloat.getRightElement edu.umd.cloud9.math.LogMath.add edu.umd.cloud9.io.map.HMapIFW.keySet edu.umd.cloud9.io.map.HMapIFW.get edu.umd.cloud9.util.map.HMapIV<double[]>.containsKey edu.umd.cloud9.math.LogMath.add edu.umd.cloud9.util.map.HMapIV<double[]>.put edu.umd.cloud9.util.map.HMapIV<double[]>.get edu.umd.cloud9.util.map.HMapIV<double[]>.get edu.umd.cloud9.math.LogMath.add'
'ivory.core.tokenize.DocumentProcessingUtils.parseDocument','edu.umd.cloud9.collection.Indexable.getContent edu.umd.cloud9.util.array.ArrayListOfInts.<init> edu.umd.cloud9.util.array.ArrayListOfInts.add edu.umd.cloud9.util.array.ArrayListOfInts.size edu.umd.cloud9.collection.Indexable.getDocid edu.umd.cloud9.util.array.ArrayListOfInts.trimToSize edu.umd.cloud9.util.array.ArrayListOfInts.size edu.umd.cloud9.util.array.ArrayListOfInts.<init>'
'cc.mrlda.DocumentTest.testConstructor2','edu.umd.cloud9.util.map.HMapII.<init> edu.umd.cloud9.util.map.HMapII.put edu.umd.cloud9.util.map.HMapII.put edu.umd.cloud9.util.map.HMapII.put edu.umd.cloud9.util.map.HMapII.size edu.umd.cloud9.util.map.HMapII.get'
'cc.mrlda.DocumentTest.testConstructor3','edu.umd.cloud9.util.map.HMapII.<init> edu.umd.cloud9.util.map.HMapII.put edu.umd.cloud9.util.map.HMapII.put edu.umd.cloud9.util.map.HMapII.put edu.umd.cloud9.util.map.HMapII.size edu.umd.cloud9.util.map.HMapII.get'
'cc.mrlda.DocumentTest.testSetDocument','edu.umd.cloud9.util.map.HMapII.<init> edu.umd.cloud9.util.map.HMapII.put edu.umd.cloud9.util.map.HMapII.put edu.umd.cloud9.util.map.HMapII.put edu.umd.cloud9.util.map.HMapII.size edu.umd.cloud9.util.map.HMapII.get'
'cc.mrlda.DocumentTest.testSerialize1','edu.umd.cloud9.util.map.HMapII.<init> edu.umd.cloud9.util.map.HMapII.put edu.umd.cloud9.util.map.HMapII.put edu.umd.cloud9.util.map.HMapII.put edu.umd.cloud9.util.map.HMapII.size edu.umd.cloud9.util.map.HMapII.size edu.umd.cloud9.util.map.HMapII.keySet edu.umd.cloud9.util.map.HMapII.get edu.umd.cloud9.util.map.HMapII.get'
'cc.mrlda.DocumentTest.testSerialize2','edu.umd.cloud9.util.map.HMapII.<init> edu.umd.cloud9.util.map.HMapII.put edu.umd.cloud9.util.map.HMapII.put edu.umd.cloud9.util.map.HMapII.put edu.umd.cloud9.util.map.HMapII.size edu.umd.cloud9.util.map.HMapII.size edu.umd.cloud9.util.map.HMapII.keySet edu.umd.cloud9.util.map.HMapII.get edu.umd.cloud9.util.map.HMapII.get'
'cc.mrlda.DocumentTest.testSerialize5','edu.umd.cloud9.util.map.HMapII.<init> edu.umd.cloud9.util.map.HMapII.put edu.umd.cloud9.util.map.HMapII.put edu.umd.cloud9.util.map.HMapII.put edu.umd.cloud9.util.map.HMapII.size edu.umd.cloud9.util.map.HMapII.size edu.umd.cloud9.util.map.HMapII.keySet edu.umd.cloud9.util.map.HMapII.get edu.umd.cloud9.util.map.HMapII.get'
'com.twitter.corpus.download.DumpHtmlStatusCrawl.main','edu.umd.cloud9.io.pair.PairOfLongString.<init> edu.umd.cloud9.io.pair.PairOfLongString.toString'
'ivory.ltr.ExtractFeatures.extract','edu.umd.cloud9.collection.DocnoMapping.getDocno'
'edu.isi.mavuno.extract.ExtractGlobalStats.MyMapper.loadExample','edu.umd.cloud9.util.map.HMapKL<org.apache.hadoop.io.Text>.clear edu.umd.cloud9.util.map.HMapKL<org.apache.hadoop.io.Text>.containsKey edu.umd.cloud9.util.map.HMapKL<org.apache.hadoop.io.Text>.put'
'edu.isi.mavuno.extract.ExtractGlobalStats.MyMapper.map','edu.umd.cloud9.util.map.HMapKL<org.apache.hadoop.io.Text>.containsKey edu.umd.cloud9.util.map.HMapKL<org.apache.hadoop.io.Text>.increment edu.umd.cloud9.util.map.HMapKL<org.apache.hadoop.io.Text>.containsKey edu.umd.cloud9.util.map.HMapKL<org.apache.hadoop.io.Text>.increment'
'edu.isi.mavuno.extract.ExtractGlobalStats.MyMapper.cleanup','edu.umd.cloud9.util.map.HMapKL<org.apache.hadoop.io.Text>.get edu.umd.cloud9.util.map.HMapKL<org.apache.hadoop.io.Text>.get'
'ivory.lsh.eval.ExtractWikipedia.MyMapperTitle2Docno.configure','edu.umd.cloud9.io.map.HMapIIW.<init> edu.umd.cloud9.io.map.HMapIIW.put edu.umd.cloud9.collection.wikipedia.WikipediaDocnoMapping.<init> edu.umd.cloud9.collection.DocnoMapping.loadMapping'
'ivory.lsh.eval.ExtractWikipedia.MyMapperTitle2Docno.map','edu.umd.cloud9.collection.wikipedia.WikipediaPage.getDocid edu.umd.cloud9.collection.DocnoMapping.getDocno edu.umd.cloud9.io.map.HMapIIW.containsKey edu.umd.cloud9.collection.wikipedia.WikipediaPage.getRawXML edu.umd.cloud9.collection.wikipedia.WikipediaPage.getTitle'
'ivory.lsh.eval.ExtractWikipedia.MyMapperEn2DeDocno.configure','edu.umd.cloud9.io.SequenceFileUtils.readFileIntoMap edu.umd.cloud9.io.map.HMapIIW.<init> edu.umd.cloud9.io.map.HMapIIW.put edu.umd.cloud9.io.map.HMapIIW.size edu.umd.cloud9.collection.wikipedia.WikipediaDocnoMapping.<init> edu.umd.cloud9.collection.DocnoMapping.loadMapping'
'ivory.lsh.eval.ExtractWikipedia.MyMapperEn2DeDocno.map','edu.umd.cloud9.collection.wikipedia.WikipediaPage.getDocid edu.umd.cloud9.collection.DocnoMapping.getDocno edu.umd.cloud9.io.map.HMapIIW.containsKey edu.umd.cloud9.collection.wikipedia.WikipediaPage.getTitle'
'ivory.lsh.eval.ExtractWikipedia.MyMapperGetDocs.configure','edu.umd.cloud9.io.map.HMapIIW.<init> edu.umd.cloud9.collection.wikipedia.WikipediaDocnoMapping.<init> edu.umd.cloud9.collection.DocnoMapping.loadMapping'
'ivory.lsh.eval.ExtractWikipedia.MyMapperGetDocs.map','edu.umd.cloud9.collection.wikipedia.WikipediaPage.getDocid edu.umd.cloud9.collection.DocnoMapping.getDocno edu.umd.cloud9.collection.wikipedia.WikipediaPage.getContent'
