@relation spring-data-mongodb

@attribute fqCaller string
@attribute fqCalls string

@data
'org.springframework.integration.mongodb.store.MongoDbMessageStoreClaimCheckIntegrationTests.stringPayload','org.springframework.data.mongodb.core.SimpleMongoDbFactory.<init>'
'org.springframework.integration.mongodb.store.MongoDbMessageStoreClaimCheckIntegrationTests.objectPayload','org.springframework.data.mongodb.core.SimpleMongoDbFactory.<init>'
'org.springframework.integration.mongodb.store.MongoDbMessageStoreTests.addGetWithStringPayload','org.springframework.data.mongodb.core.SimpleMongoDbFactory.<init>'
'org.springframework.integration.mongodb.store.MongoDbMessageStoreTests.addThenRemoveWithStringPayload','org.springframework.data.mongodb.core.SimpleMongoDbFactory.<init>'
'org.springframework.integration.mongodb.store.MongoDbMessageStoreTests.addGetWithObjectDefaultConstructorPayload','org.springframework.data.mongodb.core.SimpleMongoDbFactory.<init>'
'org.wgrus.services.MongoDbOrderService.MongoDbOrderService','org.springframework.data.mongodb.core.MongoTemplate.<init>'
'org.wgrus.services.MongoDbOrderService.initialize','org.springframework.data.mongodb.core.MongoTemplate.collectionExists org.springframework.data.mongodb.core.MongoTemplate.createCollection'
'org.wgrus.services.MongoDbOrderService.placeOrder','org.springframework.data.mongodb.core.MongoTemplate.save'
'org.springframework.integration.mongodb.config.MongoDbOutboundChannelAdapterIntegrationTests.testWithDefaultMongoFactory','org.springframework.data.mongodb.core.MongoTemplate.<init> org.springframework.data.mongodb.core.query.BasicQuery.<init> org.springframework.data.mongodb.core.MongoTemplate.find'
'org.springframework.integration.mongodb.config.MongoDbOutboundChannelAdapterIntegrationTests.testWithNamedCollection','org.springframework.data.mongodb.core.MongoTemplate.<init> org.springframework.data.mongodb.core.query.BasicQuery.<init> org.springframework.data.mongodb.core.MongoTemplate.find'
'org.springframework.integration.mongodb.config.MongoDbOutboundChannelAdapterIntegrationTests.testWithTemplate','org.springframework.data.mongodb.core.MongoTemplate.<init> org.springframework.data.mongodb.core.query.BasicQuery.<init> org.springframework.data.mongodb.core.MongoTemplate.find'
'org.springframework.integration.mongodb.config.MongoDbOutboundChannelAdapterIntegrationTests.testSavingDbObject','org.springframework.data.mongodb.core.MongoTemplate.<init> org.springframework.data.mongodb.core.query.BasicQuery.<init> org.springframework.data.mongodb.core.MongoTemplate.find'
'org.springframework.integration.mongodb.config.MongoDbOutboundChannelAdapterIntegrationTests.testWithMongoConverter','org.springframework.data.mongodb.core.MongoTemplate.<init> org.springframework.data.mongodb.core.query.BasicQuery.<init> org.springframework.data.mongodb.core.MongoTemplate.find'
'org.wgrus.services.MongoDbShippingService.MongoDbShippingService','org.springframework.data.mongodb.core.MongoTemplate.<init>'
'org.wgrus.services.MongoDbShippingService.ship','org.springframework.data.mongodb.core.MongoTemplate.save org.springframework.data.mongodb.core.MongoTemplate.save'
'org.springframework.integration.mongodb.outbound.MongoDbStoringMessageHandler.onInit','org.springframework.data.mongodb.core.MongoTemplate.<init>'
'org.springframework.integration.mongodb.outbound.MongoDbStoringMessageHandler.handleMessageInternal','org.springframework.data.mongodb.core.MongoOperations.save'
'org.springframework.integration.mongodb.outbound.MongoDbStoringMessageHandlerTests.validateMessageHandlingWithDefaultCollection','org.springframework.data.mongodb.core.MongoTemplate.<init> org.springframework.data.mongodb.core.query.BasicQuery.<init> org.springframework.data.mongodb.core.MongoTemplate.findOne'
'org.springframework.integration.mongodb.outbound.MongoDbStoringMessageHandlerTests.validateMessageHandlingWithNamedCollection','org.springframework.data.mongodb.core.MongoTemplate.<init> org.springframework.data.mongodb.core.query.BasicQuery.<init> org.springframework.data.mongodb.core.MongoTemplate.findOne'
'org.springframework.integration.mongodb.outbound.MongoDbStoringMessageHandlerTests.validateMessageHandlingWithMongoConverter','org.springframework.data.mongodb.core.mapping.MongoMappingContext.<init> org.springframework.data.mongodb.core.convert.MappingMongoConverter.afterPropertiesSet org.springframework.data.mongodb.core.MongoTemplate.<init> org.springframework.data.mongodb.core.query.BasicQuery.<init> org.springframework.data.mongodb.core.MongoTemplate.findOne'
'org.springframework.integration.mongodb.outbound.MongoDbStoringMessageHandlerTests.validateMessageHandlingWithMongoTemplate','org.springframework.data.mongodb.core.mapping.MongoMappingContext.<init> org.springframework.data.mongodb.core.convert.MappingMongoConverter.afterPropertiesSet org.springframework.data.mongodb.core.MongoTemplate.<init> org.springframework.data.mongodb.core.MongoTemplate.<init> org.springframework.data.mongodb.core.query.BasicQuery.<init> org.springframework.data.mongodb.core.MongoTemplate.findOne'
'com.fb.restbucks.services.MongoETagService.generate','org.springframework.data.mongodb.core.MongoOperations.getCollection'
'com.fb.restbucks.services.MongoETagService.remove','org.springframework.data.mongodb.core.MongoOperations.getCollection'
